-14	50	-93	90	53	12	-64	0	4	99	71	93	36	-19	87	-4	-54	-21	41	12	52	100	93	7	93	-77	-90	-39	16	6	81	8	-14	9	43	-97	60	-72	-4	-49	-26	33	-66	-44	-61	-61	-35	76	-6	-19	
-64	94	-19	69	23	-25	76	57	-7	63	80	-14	-33	19	81	41	-25	47	91	9	8	-38	-86	-64	-82	-7	-99	83	29	-100	-94	-59	-9	-75	-99	46	-29	56	-13	-13	-91	-91	-82	19	-52	69	72	93	-2	-56	
-55	7	53	-31	-8	28	84	-68	43	16	-13	77	-21	-65	27	25	-35	61	100	97	-75	-54	-96	22	-78	-19	77	10	-26	-59	-12	92	-76	-6	72	-92	39	96	-44	-74	37	82	22	80	-62	51	-31	-16	-69	64	
25	48	61	-87	91	0	51	49	67	-69	-9	24	87	67	79	17	17	71	-93	77	-19	-93	49	-69	-72	21	-49	-35	-20	-19	-23	22	-67	-63	-81	-36	54	-53	48	39	65	66	-42	-38	5	-35	67	62	11	-48	
36	-54	-9	-23	8	99	51	97	-53	6	-90	52	20	72	98	86	-18	-100	8	-59	-56	-35	-81	50	50	9	-33	67	11	92	79	-29	9	-31	25	60	49	-75	65	-95	-17	47	57	-27	49	79	-52	-74	-55	-30	
-43	86	-90	19	-68	68	-67	0	100	-29	-91	-58	-21	-33	-54	88	37	93	-12	89	-99	22	61	-54	87	53	66	15	59	-34	-56	-38	17	66	-42	-20	73	23	99	-60	66	35	-50	-5	-20	20	60	-79	65	69	
-29	-14	15	40	49	52	-22	-14	92	15	70	-45	25	18	93	-83	0	4	-82	81	77	-12	57	-71	24	-48	-11	69	-61	-39	-3	-33	60	98	-69	-53	41	-25	95	95	29	72	-20	27	98	12	87	44	-3	28	
78	-61	-21	99	-20	32	81	100	31	-79	-93	24	13	93	49	33	5	-48	93	8	-94	39	4	-89	78	-34	-54	-78	-38	-55	31	-87	-45	-44	76	-11	51	21	57	-78	96	70	-90	-7	-35	26	-54	16	21	20	
-10	-93	3	-19	-79	-8	-10	10	61	40	75	-90	-56	-8	92	58	-10	-33	-89	48	1	-60	-15	-67	51	-26	89	-97	66	25	8	30	46	-82	76	-98	-41	-64	86	-87	16	28	30	73	-89	64	6	39	-58	9	
41	92	-11	-83	-89	26	60	38	-31	90	4	91	-86	-59	55	83	57	-41	-70	70	57	-46	-55	-36	66	65	14	14	-43	40	60	-12	-11	-7	-44	35	81	82	50	-48	38	-74	-76	-62	-71	17	-86	65	45	86	
-1	31	78	8	-44	96	-93	-35	95	-27	-38	-76	84	-73	-34	80	0	23	17	40	-95	6	-94	66	-32	70	-51	16	88	-91	-90	-96	36	20	-78	60	24	-86	-87	-73	58	-82	-53	-52	-79	72	40	47	30	3	
-35	33	-77	-71	-97	93	95	-76	-7	31	-42	51	12	-15	-47	51	80	46	-19	88	-49	7	91	-47	-50	86	-87	-40	18	-60	27	60	0	30	59	-54	20	-78	3	68	85	0	-45	31	84	2	95	-61	-78	-41	
-21	-16	-38	39	-82	-20	-41	-39	-79	19	-44	-69	-100	-43	10	75	-92	81	-74	67	60	84	-73	1	-19	-66	15	21	-57	4	98	-2	39	-18	-94	-42	61	-31	-84	2	-27	48	5	61	64	-62	-76	65	28	-97	
80	3	9	21	52	71	-24	-83	47	-34	68	-26	66	-65	-74	76	-92	38	47	-13	-24	96	-20	-12	-69	-35	-37	79	-51	-38	-18	42	-72	75	-84	-8	-94	51	40	-57	36	12	70	12	81	-16	-29	-2	-49	86	
-7	-49	-14	41	-20	-64	72	17	-25	-56	-56	4	-13	49	-86	70	36	-73	72	-60	22	9	-68	-99	55	53	-16	-89	17	-65	46	7	-50	84	52	78	-87	-64	48	40	56	0	-15	22	72	34	5	-40	41	-24	
14	78	69	80	88	63	-100	-100	-83	-48	-96	-15	-32	8	86	-41	-33	72	-32	-73	2	72	-23	39	26	-10	-5	90	-84	-44	-11	18	76	-6	-13	49	-6	73	-7	0	-3	-54	-83	-87	78	-54	73	43	75	88	
-72	-21	97	29	80	-4	-98	25	-54	6	45	22	18	-13	-51	-14	-98	22	92	-81	-93	78	-51	-99	63	-72	76	-81	-30	19	17	34	30	-13	-72	51	-52	30	72	-84	95	-94	67	67	-90	9	89	-36	62	20	
58	60	-91	-44	31	-2	95	50	14	-40	-49	78	-11	64	-81	72	-95	80	80	5	-76	-65	41	67	-93	52	92	-32	28	-32	-57	58	45	-44	17	-16	-82	-96	-2	-45	-32	-43	-66	-20	40	-60	33	-11	-13	-65	
-62	23	-46	12	89	43	36	92	55	22	90	-89	-46	98	55	-5	36	-17	-24	-58	-24	-95	-6	-33	96	11	70	-18	-8	66	99	5	86	48	14	94	65	92	29	-24	-5	83	-98	-69	-6	9	-89	32	78	-78	
-13	-44	98	22	-49	-74	9	66	68	67	-60	9	75	-76	72	80	-57	-85	-5	67	-6	-17	1	-75	-74	74	21	-47	73	-89	-8	45	-32	-20	5	79	56	-87	-44	-24	73	-16	-52	20	-4	80	87	64	42	49	
80	-87	-33	-100	66	1	-27	-55	7	-42	-87	-83	-87	-18	-76	-11	80	-29	-76	14	75	-30	-92	-72	-85	48	-9	34	40	14	26	76	33	75	-7	-72	-87	43	-39	34	31	6	43	1	-2	0	88	-22	-77	-52	
37	68	94	-57	52	17	-20	2	-1	30	49	-40	-82	66	-22	55	-64	-79	81	76	100	73	-93	9	100	2	75	-86	98	85	13	-14	-33	44	-98	-25	85	9	-5	-1	-38	91	97	3	99	-9	-15	-58	-62	67	
46	6	66	2	10	-58	18	-72	-90	37	22	-56	-19	26	11	-75	-66	-100	-16	-2	-68	34	-97	-76	91	96	-94	-1	73	-52	67	63	26	-100	-24	81	36	-24	27	-52	14	97	70	-44	37	-29	98	-84	-50	63	
-84	6	60	48	-72	-12	-30	-4	18	-71	81	28	-68	13	87	57	37	-7	-48	14	-50	-36	83	77	59	86	-65	4	26	83	33	-22	48	64	20	-83	85	-90	5	-77	-24	63	-51	77	43	-24	-50	-50	54	-90	
37	24	50	96	-23	-48	76	62	-8	-82	13	-63	6	-29	-37	46	3	58	-59	36	-90	61	36	90	-82	82	2	23	-37	-85	70	-71	-26	25	100	3	99	-55	-21	40	-88	50	-16	63	-24	-36	98	44	-17	-81	
47	28	-86	-76	97	-1	-96	-90	-72	79	-7	12	-1	-87	80	-42	-46	19	-5	-26	31	88	24	-44	-59	-12	-95	76	22	-60	4	-90	73	-11	10	13	36	-26	-85	-9	-91	48	-93	91	49	88	3	-52	-48	52	
99	-29	51	-78	20	-14	46	-48	-81	-10	28	-74	-9	31	66	-39	-20	77	40	-52	52	-42	-45	-99	-25	-13	-39	-42	-52	88	72	-21	-4	13	-2	-46	98	-64	73	-94	-34	50	29	-66	91	9	-50	16	84	80	
-4	-12	-38	-89	51	-74	-29	-21	77	-96	69	-43	-50	-2	46	-60	-57	96	19	-39	94	80	-62	-100	43	74	-77	-93	20	21	3	-99	38	90	75	-78	-29	-52	12	23	-40	60	59	56	-30	-90	42	99	-68	-78	
83	-4	71	62	-63	-51	-90	22	56	2	-95	99	0	-34	-66	25	15	50	-70	-29	-72	70	-33	-45	-99	61	-1	8	75	45	34	-65	10	92	19	62	97	78	-58	-94	-10	-98	-5	91	-50	-23	-14	67	65	-9	
-24	86	48	48	90	2	59	-10	70	-22	48	96	5	-14	-59	-35	-78	-25	-34	-32	64	6	4	55	-76	25	-31	-33	15	73	-61	35	81	-60	-41	-1	78	0	-45	7	15	-18	-98	41	1	-24	-87	-28	-53	-60	
63	-21	-90	-25	55	-67	83	-36	-34	-59	54	-86	90	-69	-43	38	-72	2	44	86	47	50	-19	-52	4	-56	69	33	64	59	-6	-38	38	98	54	66	41	19	51	-1	73	-87	94	-81	9	-20	-79	45	23	57	
13	63	15	89	75	2	58	-5	66	-36	96	-45	-86	50	67	85	-35	61	8	-7	64	91	-85	42	-53	-20	-47	67	100	30	41	87	38	14	-24	27	-27	-19	-26	-6	1	83	-59	-32	15	-3	-48	16	76	-88	
-12	-84	13	8	54	-54	18	-8	73	32	-29	-31	-50	91	-41	-69	-28	49	41	40	-99	-25	81	-37	20	-41	-75	-22	64	97	73	-84	-33	-53	-37	97	10	50	69	-67	81	-79	49	46	44	-74	-11	2	6	72
M
50 50
36	61	6	92	-87	8	-44	-4	37	-59	22	-35	77	-74	-80	92	-70	-70	-69	-82	-9	34	67	58	43	-6	42	92	1	-39	58	-53	-53	-7	24	23	-76	-76	-43	47	-18	66	87	-20	-90	14	50	-36	-1	-56	
88	-4	8	-56	-81	-88	64	55	-61	79	37	32	99	-94	-15	-2	17	-84	32	-90	11	43	-2	24	-58	29	-24	-80	-25	-48	-52	25	5	-17	-57	72	73	-43	23	56	91	84	-23	-68	60	-78	-69	-29	70	17	
17	86	15	-98	62	22	-4	-47	-49	-4	-55	-91	-66	-49	-61	21	65	62	61	42	72	56	-60	99	-82	30	-57	-51	-32	-61	1	91	-21	17	21	43	-20	72	85	50	-43	60	-72	1	22	41	-23	46	78	-89	
-73	73	-16	-18	92	50	97	-54	-81	-23	0	14	96	-1	-20	99	-48	33	93	34	-40	6	-100	77	-19	-40	91	-8	-43	-83	17	-70	-86	16	-43	-28	45	72	-31	93	91	-59	54	23	84	21	41	49	-23	-50	
-93	-6	29	-44	4	-51	-41	30	79	73	-58	-20	78	-49	94	24	-67	66	31	9	-50	-92	-54	-28	27	98	-59	52	78	-6	-69	62	-5	-77	76	27	-81	82	-93	-93	98	37	-25	1	53	-91	45	40	-8	17	
-32	-66	-20	84	-55	-28	-35	-84	3	67	81	45	-24	-41	39	76	85	-84	-3	-75	-50	77	-61	-76	9	-37	-24	59	68	36	-17	29	-57	24	35	20	-31	-27	-66	59	-1	-29	55	-53	69	64	70	-26	-23	73	
-7	14	39	93	9	27	14	86	73	-66	-65	-52	51	-60	97	42	-65	72	82	93	14	13	-65	3	10	-67	-1	7	-61	25	-95	-36	7	-35	21	-28	-73	83	28	32	35	49	69	3	-70	-24	65	-66	-34	94	
62	-56	100	-88	-15	-19	-20	-78	-15	23	98	-56	-29	-47	-42	-63	-96	-10	-52	74	6	83	95	17	-77	86	19	77	-15	22	-86	85	29	-79	40	-21	-83	-57	-50	-55	41	51	10	11	26	98	27	20	82	14	
-33	92	-12	20	44	36	-58	-84	-45	74	12	-7	-14	55	31	32	-68	-14	1	-25	-4	-32	56	-23	43	-4	46	88	3	81	-57	75	-84	-7	-96	62	-64	-67	-64	38	-58	-41	54	0	82	-89	-13	15	13	65	
-75	-40	-100	91	54	51	-73	-30	-70	-1	62	27	38	28	46	72	26	-64	15	-68	82	-85	-32	16	-5	61	6	-55	42	-71	32	27	-54	-64	-67	-70	-60	91	-97	92	-95	95	-41	5	73	80	-63	32	89	96	
-79	-65	50	-91	-86	-2	70	100	-100	9	73	82	69	76	49	-77	2	-67	67	86	-66	77	-23	-24	-46	74	49	-10	42	89	-66	-51	28	62	71	-20	-77	-84	-28	66	-57	58	31	-95	57	85	-2	67	-74	52	
86	67	-48	-58	4	-21	-4	99	21	89	-2	-12	55	49	-11	-90	-83	60	31	-94	11	44	-78	-57	63	-73	77	85	-98	-25	-67	8	-80	-93	87	95	-28	29	-87	-59	-93	-6	-70	99	-15	92	45	16	8	41	
-99	57	86	-99	65	54	100	-55	84	29	-79	-47	53	61	-80	-6	-56	85	-36	72	-48	76	-63	52	-94	29	13	-25	-58	59	-71	-2	-98	-63	-3	68	-72	47	38	-94	-2	95	-78	49	28	19	0	14	-15	-85	
-42	12	27	87	96	-82	33	21	-5	-29	-5	34	92	-83	60	18	83	-80	-42	-90	1	54	-44	-55	-34	-9	48	2	-24	82	94	26	-74	24	-24	99	-43	41	7	-62	38	-90	-63	-91	77	68	-77	-18	-76	14	
90	-49	98	-30	-59	33	95	25	-88	-25	-67	-54	-90	81	59	-26	67	51	24	-21	-28	-83	-32	10	-8	29	3	63	-81	-7	18	-63	22	-90	15	69	0	-12	-71	-95	52	60	-41	-77	-25	66	69	33	92	89	
-78	30	-4	-87	80	-1	55	-88	-48	30	-74	28	-23	53	31	-24	-40	-32	84	-9	-12	-9	90	-56	77	-97	-32	53	-32	24	-9	-98	20	20	30	-32	-1	41	78	-89	-81	30	53	98	-75	-27	35	-25	73	-42	
-74	35	-60	74	50	-16	-100	-70	-45	75	20	-36	-43	-13	81	85	1	26	44	-96	15	-91	-16	-6	-96	-87	85	7	-27	-27	-70	-70	-30	-33	57	-3	-7	-74	78	35	67	31	97	96	-50	25	46	0	70	-62	
-76	-100	-70	7	2	-23	-38	-100	63	28	-10	-51	61	65	71	-7	95	69	-85	-53	64	-19	-7	91	93	53	15	84	-1	-67	-35	-41	12	-87	-87	-67	90	63	42	95	100	98	-70	92	6	-86	-38	79	67	-100	
28	61	-51	-88	-48	-80	-3	-16	-24	78	-16	-43	-91	-56	-52	-95	41	-99	22	-18	-50	31	-36	-80	7	-67	77	33	70	53	62	27	42	38	-36	6	75	-90	0	-14	81	26	97	17	68	-6	9	-65	27	93	
7	-4	59	-82	77	-100	2	36	13	-4	-36	20	83	37	90	-81	2	-78	9	38	-71	56	-20	80	-39	-88	-56	-84	91	-97	-77	-98	-57	-98	29	3	-51	-62	-82	-26	-99	21	-4	-39	49	68	-48	3	-11	-32	
68	97	25	-64	-76	16	-34	-47	10	-64	36	-89	-94	-43	-85	81	70	-21	-66	-14	-17	46	-19	91	83	91	-31	-42	78	-58	-74	4	81	-20	-57	-85	87	21	-25	33	59	-33	39	-60	92	43	-67	-12	27	86	
6	25	36	85	-70	-19	-38	39	79	-2	61	-35	10	-22	80	35	66	-78	-44	54	-57	-94	-13	88	-48	14	-28	-95	0	66	-48	-91	-51	32	-34	32	-98	44	-22	-94	-19	43	85	97	97	80	74	60	11	-16	
-75	31	73	-45	68	-86	-24	-47	-70	26	-37	92	0	48	-98	21	15	62	31	76	81	-70	-62	58	-88	-22	-40	47	-80	59	57	7	-50	-86	25	-96	-88	-74	-10	35	72	0	-91	-37	28	58	-42	0	64	19	
7	-34	-18	59	-32	-8	-27	36	14	31	-2	-20	-5	-87	-18	94	56	46	53	52	69	54	96	-78	-21	-2	-49	-93	95	46	-71	-71	41	-24	-85	-18	-72	60	86	-100	30	36	-50	69	-41	-95	-82	60	42	57	
25	65	-93	-19	-50	-4	77	-44	20	-95	-69	67	-61	66	-33	34	-90	47	0	89	-42	-25	-78	93	-14	-84	44	1	-35	51	68	-50	7	-13	-69	20	88	-79	80	10	-15	-70	-51	-11	7	-29	55	77	47	-19	
21	28	-75	-1	-38	16	89	-15	-94	86	85	-28	-48	58	2	13	37	-82	75	89	-81	70	82	-98	5	30	-23	30	53	15	27	-45	68	-15	26	67	-46	-20	11	-11	-82	49	-94	-14	-93	96	4	82	-23	77	
-49	82	79	-20	25	14	79	-57	-100	76	-53	-51	28	-39	65	77	90	-22	61	-69	25	40	-83	6	78	-48	-53	68	-1	-70	-54	32	13	-42	25	43	-44	-18	-28	57	-73	81	-42	0	57	36	-70	40	-75	90	
78	3	36	96	-75	51	66	57	-62	-14	-98	-35	-73	-10	15	59	-16	7	86	80	9	81	-90	62	-33	-55	65	-31	-67	-95	92	36	72	88	36	84	-49	78	84	-40	-86	54	-83	46	-10	30	-66	6	27	-98	
-6	78	-78	-12	32	-41	91	39	-59	11	76	12	51	79	69	-74	-62	-70	-95	-99	19	22	84	47	-40	-1	-49	47	-77	49	62	49	-33	17	-6	-83	66	37	-47	94	-64	-40	-18	-53	-61	41	-64	4	-41	-7	
85	-57	-100	82	36	3	4	-80	100	-28	25	-21	-99	9	2	-51	-91	69	-91	-37	57	95	17	56	46	30	33	88	7	-20	34	-12	-74	-12	10	-21	-20	51	4	-2	-83	-50	-11	28	42	99	87	-82	91	-68	
95	19	-52	-86	-40	63	-85	-29	-74	-69	-88	41	-83	23	-66	30	0	-43	66	64	88	-100	28	-99	-79	-79	-27	-52	-31	-50	-23	-16	28	58	-46	69	48	66	-64	-87	22	41	-78	-81	20	63	63	-83	46	81	
-10	-86	-52	47	-92	-15	8	91	-59	-77	29	-79	97	-51	21	64	66	-2	52	83	81	-57	9	57	-61	50	-5	17	-48	-83	-41	84	-6	-46	53	55	-96	76	60	-35	34	-41	86	-44	-67	49	-5	31	94	-38	
-85	59	-27	17	-64	-85	-70	66	-40	-23	30	64	54	-25	-62	29	-100	-44	28	19	-35	98	-76	47	-69	-13	67	-28	-85	11	-45	-74	40	-3	-64	-80	-60	-73	-35	91	6	-51	-13	34	10	22	73	-24	50	-69	
-89	-32	64	-25	95	21	-33	86	80	70	-49	-43	56	40	-2	94	-5	99	-2	1	54	-22	-9	-74	52	13	30	60	-56	72	81	-42	45	-32	-46	-66	33	7	66	-47	-65	-14	-5	57	-74	-90	26	-95	-73	39	
3	9	62	59	0	-45	-76	78	95	89	28	-82	-85	-64	-94	45	-72	27	58	13	-25	65	-39	-36	57	1	-48	47	-68	85	-56	-84	-86	54	64	48	52	93	-7	58	-16	89	-100	97	14	-31	12	-40	-69	33	
37	59	-30	-50	-31	-34	86	51	-43	21	53	70	81	19	-87	-57	74	-17	32	57	-51	11	-54	-99	54	-96	-21	-50	-59	33	83	-99	50	60	82	95	-76	4	65	28	91	90	94	-87	-13	-36	-74	-73	61	5	
89	98	-18	-26	-55	-11	-47	-8	-13	-48	-74	-16	1	-35	37	-11	-13	59	63	51	58	0	11	26	-81	-51	23	-39	54	-47	-93	-41	11	94	38	44	12	7	76	-21	-8	-59	52	9	-29	40	-79	-99	20	32	
16	82	27	5	-48	-90	47	-67	-44	-48	9	8	58	74	58	94	-64	87	-91	-52	-99	34	81	15	-69	0	14	-63	-35	43	11	-72	-24	-21	15	-97	16	87	-79	47	95	22	44	-40	-8	-91	-23	-28	-43	64	
-10	62	58	-44	-87	-89	28	-15	82	-17	-70	8	88	32	-21	-48	70	89	-25	-87	-64	15	-63	-42	-8	-31	-37	-8	-53	-95	32	-69	61	-18	-35	49	50	-66	-77	-66	26	69	2	-67	43	82	-57	75	-58	68	
72	5	-5	78	-87	2	24	47	-54	-96	-73	54	94	-23	99	-35	-73	-23	13	27	8	-37	-68	-70	-73	42	-7	-78	40	-64	61	3	10	-59	57	5	14	-16	44	-86	19	73	-10	31	-40	22	-44	60	60	91	
-11	-9	20	69	-94	-63	89	90	-9	62	86	35	-26	-19	-12	36	-7	91	-29	-32	80	9	50	-75	-9	-85	33	41	84	32	38	71	-6	-8	62	65	-62	-95	-89	-72	-66	25	-95	-6	36	-77	-53	-42	-66	-35	
61	-40	55	11	11	46	55	81	-73	59	-62	-95	-75	-74	-75	87	-46	89	28	75	-27	-53	-63	9	-49	-39	-97	18	93	70	-99	27	-28	-78	8	-17	3	78	-70	-13	-89	-24	45	-81	34	-41	20	-70	-13	-98	
-54	-48	2	-57	-31	50	-17	-89	-22	-5	65	-39	65	13	-90	-48	18	-4	-61	-52	56	24	-72	43	-20	-8	42	-20	-98	-85	18	-11	86	-81	-25	9	-78	81	27	81	26	-98	-37	-78	26	-88	35	-5	-39	3	
42	63	-37	-38	-31	33	73	53	76	75	-66	70	92	54	75	-87	30	-35	28	76	-25	54	-67	4	26	43	-39	-47	84	23	-82	26	-62	56	73	-33	-73	53	-36	-50	-60	-87	10	-19	50	-3	-23	-88	-58	9	
